Original File name,Location,Suppliers Reference,Title,Description,Year,Creator,Keywords,caption,image_id,IMAGE LINK
5548.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/20,Wuntho after its capture,"Wuntho after its capture
A pathway flanked by low walls leads past a number of thatched dwellings towards the 'Pon-gyi kyaung' (Buddhist monastery) at Wuntho. This scene was captured shortly after British forces took control of the town following a conflict with Burmese rebels. Wuntho, Burma (Myanmar), 1891.
Caption reads: 'Remains of the Wuntho Palace. No.432'",c.1891,,Burma,Wuntho after its capture,113865,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=113865&width=300&format=jpeg
5538.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/8,"The Second Devonshire Regiment of the British Army, led by Captain Davies","The Second Devonshire Regiment of the British Army, led by Captain Davies, marches in formation across flat, rural terrain. The company was involved in a campaign to suppress Burmese rebels in Wuntho State (today known as the Sagaing Division). Sagaing, Burma (Myanmar), 1891.
Caption reads: 'The Company of the 2nd Devon Regt; under Capt. Davies, with 2nd Lefts. Holman & Logan, which marched from Shwebo to Kawlin a distance of 98 miles in 5 days, no. 405.'",c.1891,,Burma,"The Second Devonshire Regiment of the British Army, led by Captain Davies",114568,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114568&width=300&format=jpeg
5553.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/25,Arrival of Commissariat carts,"Arrival of Commissariat carts
Bullock-drawn Commissariat carts laden with food and provisions arrive at Wuntho. The supplies were intended for British Army troops who had recently captured the town following a conflict with Burmese rebels. Wuntho, Burma (Myanmar), 1891.
Caption reads: 'Arrival of Commissariat carts at Wuntho. No.416'",c.1891,,Burma,Arrival of Commissariat carts,121186,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121186&width=300&format=jpeg
5534.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/3,The Morgandine Pass,"The Morgandine Pass
Trees line a rough track at the Morgandine Pass. Timbers lying beside the path suggest evidence of logging activity. Burma (Myanmar), circa 1891.
Caption reads: 'The Morgandine Pass, No.404'",c.1891,,Burma,The Morgandine Pass,114702,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114702&width=300&format=jpeg
5581.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/2,The Royal Artillery in Sagaing,"The Royal Artillery in Sagaing
British Army soldiers from a Royal Artillery regiment pose in front of a wooden building with a pagoda-style roof. The company was involved in a campaign to suppress Burmese rebels in Wuntho State (today known as the Sagaing Division). Sagaing, Burma (Myanmar), circa 1891.",c.1891,,Burma,The Royal Artillery in Sagaing,114613,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114613&width=300&format=jpeg
5549.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/21,Civil Officers at Wuntho,"Civil Officers at Wuntho
Six British Civil Officers pose for the camera beneath the awning of a tent, attended by their Burmese servants. The group supported the British Army in a campaign to suppress Burmese rebels in Wuntho State (today known as the Sagaing Division). Wuntho, Burma (Myanmar), 1891.
Caption reads: 'Group of Civil Officers at Wuntho. No.451'",c.1891,,Burma,Civil Officers at Wuntho,120343,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=120343&width=300&format=jpeg
5540.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/11,Assault on Kyaing-Kwintaung,"Assault on Kyaing-Kwintaung
Soldiers of the Second Devonshire Regiment, led by General Wolseley, [re-enact?] their successful assault on the Kyaing-Kwintaung stockade. The stronghold was seized from the Saopha of Wuntho and his rebel supporters, who opposed British attempts to annex areas of Burma (Myanmar). Sagaing, Burma (Myanmar), 1891.
Caption reads: 'The assault on the Kyaing-Kwintaung Stockade by the Coy. Of 2nd Devon Regt. Under Capt. Davies and 2nd Lefts. Holman and Logan, no. 408'",c.1891,,Burma,Assault on Kyaing-Kwintaung,121159,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121159&width=300&format=jpeg
5542.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/13,The Shwebo Battalion of Military Police,"The Shwebo Battalion of Military Police
Indian officers from the Shwebo Battalion of Military Police stand to attention, their guns held upright. Led by Captain Keary, the company supported the British Army in a campaign to suppress Burmese rebels in Wuntho State (today known as the Sagaing Division). Sagaing, Burma (Myanmar), 1891.
Caption reads: 'The Shwebo Battalion Military Police under Comd. Of Capt. Keary that Gallantly followed the enemy's retreat at Kyaing-Kwintaung, no. 412'",c.1891,,Burma,The Shwebo Battalion of Military Police,122296,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=122296&width=300&format=jpeg
5541.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/12,Capture of Kyaing-Kwintaung,"Capture of Kyaing-Kwintaung
Soldiers of the Second Devonshire Regiment, led by General Wolseley, aim rifles as they [re-enact?] their successful capture of the Kyaing-Kwintaung stockade. The stronghold was seized from the Saopha of Wuntho and his rebel supporters, who opposed British attempts to annex areas of Burma (Myanmar). Sagaing, Burma (Myanmar), 1891.
Caption reads: 'Interior of Kyaing Kwintaung Stockade after Capture the Devon Regt. Firing on the Retreating Enemy.  no.409'",c.1891,,Burma,Capture of Kyaing-Kwintaung,120633,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=120633&width=300&format=jpeg
5535.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/5,Portrait of a Burmese woman,"Portrait of a Burmese woman
A posed studio portrait of a young Burmese woman, traditionally dressed in a patterned silk 'longyi' or wraparound skirt. Her hair is worn up and she stands against a back cloth painted with a forest scene. Leaves are scattered around her feet and she holds a 'cheroot' (a type of cigar) in one hand. Sagaing, Burma (Myanmar), circa 1891.
Caption reads: 'A Wuntho Beauty, no.459'",c.1891,,Burma,Portrait of a Burmese woman,116431,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116431&width=300&format=jpeg
5550.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/22,Indian officers from the Ye-U Battalion of Military Police,"The Ye-U Battalion of Military Police
Indian officers from the Ye-U Battalion of Military Police stand to attention, their guns held upright. Led by Captain Hutchinson, the company supported the British Army in a campaign to suppress Burmese rebels in Wuntho State (today known as the Sagaing Division). Sagaing, Burma (Myanmar), 1891.
Caption reads: 'The Ye-U Battalion Military Police Commanded by Capt. Hutchinson.  No. 454'",c.1891,,Burma,Indian officers from the Ye-U Battalion of Military Police,114461,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114461&width=300&format=jpeg
5582.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/4,British and Indian soldiers in Burma,"British and Indian soldiers in Burma (Myanmar)
Armed British and Indian soldiers, possibly a mix of British Army and Military Police officers, mill about outside two thatched roof dwellings. A series of wooden stakes hammered into the ground appear to be fitted with restraints; perhaps a method of detaining captured prisoners. Sagaing, Burma (Myanmar), 1891.",c.1891,,Burma,British and Indian soldiers in Burma,120861,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=120861&width=300&format=jpeg
5544.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/15,Assault on Pinlebu,"Assault on Pinlebu
British and Indian soldiers in the Second Mountain Battery of the Royal Artillery pose with artillery guns as they re-enact their assault on Pinlebu. The company was involved in a campaign to suppress Burmese rebels in Wuntho State (today known as the Sagaing Division). Sagaing, Burma (Myanmar), 1891.
Caption reads: 'Centre Section 2nd Mountain Battery R.A. under Comd of Left. Marshall, firing on Penlibu. No. 414'",c.1891,,Burma,Assault on Pinlebu,121158,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121158&width=300&format=jpeg
5557.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/29,Stone 'zeidis' at Wuntho,"Stone 'zeidis' at Wuntho
Several carved stone 'zeidis' or pagodas are guarded by stone 'chinthes' (mythical Burmese lions) at Wuntho. This scene was captured shortly after British forces took control of Wuntho following a conflict with Burmese rebels. Wuntho, Burma (Myanmar), 1891.
Caption reads: 'Pagodas at Wuntho. No.420'",c.1891,,Burma,Stone 'zeidis' at Wuntho,115298,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=115298&width=300&format=jpeg
5545.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/17,General Wolseley inspects troops,"General Wolseley inspects troops
General Wolseley and other senior British Army officers sit mounted on horseback as they inspect their troops. The group of Burmese men huddled together behind them may be rebels captured by the British during a conflict at Wuntho. Sagaing, Burma (Myanmar), 1891.
Caption reads: 'Genl. Wolseley & staff. No. 401'",c.1891,,Burma,General Wolseley inspects troops,119403,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119403&width=300&format=jpeg
5543.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/14,Transporting bamboo at Wuntho,"Transporting bamboo at Wuntho
Two bullocks, harnessed together by a wooden yoke, haul a bundle of bamboo canes across a shallow river. Their master keeps his feet dry by hitching a lift upon the load. Wuntho, Burma (Myanmar), circa 1891.
Caption reads: 'The River at Wuntho 413'",c.1891,,Burma,Transporting bamboo at Wuntho,122295,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=122295&width=300&format=jpeg
5547.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/19,General Wolseley at Kyaing-Kwintaung,"General Wolseley at Kyaing-Kwintaung
General George Wolseley and other senior British Army officers pose for the camera inside the captured Kyaing-Kwintaung stockade. The stronghold was seized from the Saopha of Wuntho and his rebel supporters, who opposed British attempts to annex areas of Burma (Myanmar). Sagaing, Burma (Myanmar), 1891.
Caption reads: 'Genl. Wolseley & Staff in the Kyaing-Kwintaung Stockade. No. 436'",c.1891,,Burma,General Wolseley at Kyaing-Kwintaung,119404,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119404&width=300&format=jpeg
5536.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/6,Burmese rebels surrender at Wuntho,"Burmese rebels surrender at Wuntho
Captured Burmese rebels surrender their arms to British forces under a general amnesty. Allied to the Saopha of Wuntho, their opposition to the British annexation of Burma (Mynamar) led to conflict at Wuntho where they subsequently lost control of the area. Wuntho, Burma (Myanmar), 1891.
Caption reads: 'The Sawbwa's Troops Surrendering Arms to the British authorities at Wuntho, No. 422'",c.1891,,Burma,Burmese rebels surrender at Wuntho,120749,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=120749&width=300&format=jpeg
5533.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/1,Group photograph including the Saopha of Wuntha's wife,"The Saopha of Wuntha's wife
Outdoors portrait of the Saopha of Wuntho's wife and young son, surrounded by female attendants. The group kneel on a mat laden with lacquerware tiffin boxes in the shade of two large parasols. Saopha Maung Aung Myat had taken over leadership of Wuntho in 1881, although the state remained outside British administration until it was formally annexed in 1892. Sagaing, Burma (Myanmar), circa 1891.
Caption reads: 'Sawbwa's of Wuntho's Wife & Family. No. 400'",c.1891,,Burma,Group photograph including the Saopha of Wuntha's wife,114574,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114574&width=300&format=jpeg
5537.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/7,The Morgandine Pass,"The Morgandine Pass
A covered cart pulled by bullocks makes its way along a rough track at the Morgandine Pass. Burma (Myanmar), circa 1891.
Caption reads: 'The Morgandine Pass, No. 404'",c.1891,,Burma,The Morgandine Pass,114703,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114703&width=300&format=jpeg
5554.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/26,Wuntho Palace and the 'Pon-gyi kyaung',"Wuntho Palace and the 'Pon-gyi kyaung'
British Army soldiers pose in front of Wuntho Palace (left) and the town's 'Pon-gyi kyaung' (Buddhist monastery). The group are pictured shortly after British forces captured Wuntho following a conflict with Burmese rebels. Wuntho, Burma (Myanmar), 1891.
Caption reads: 'The Palace & Phongyu Kyaung. No.418'",c.1891,,Burma,Wuntho Palace and the 'Pon-gyi kyaung',113864,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=113864&width=300&format=jpeg
5559.tif,British Empire and Commonwealth Collections at Bristol Archives,2003/001/001/31,Practising a shooting stance,"Practising a shooting stance
Turbaned Indian Military and Civil Police officers practice their shooting stances on the outskirts of Wuntho, crouched down on one knee, their rifles at the ready. These forces supported the British Army in a campaign to suppress Burmese rebels in Wuntho State (Sagaing Division). Wuntho, Burma (Myanmar), 1891.
Caption reads: 'Military & Civil police Skirmishing. No.444'",c.1891,,Burma,Practising a shooting stance,116291,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116291&width=300&format=jpeg
